high,low,x
0,1.00031158846724,0.0001
0,1.00031158846724,0.0002
0,1.00031158846724,0.0003
0,1.00031158846724,0.0004
0,1.00031158846724,0.0005
0,1.00031158846724,0.0006
0,1.00031158846724,0.0007
0,1.00031158846724,0.0008
0,1.00031158846724,0.0009
0,1.00031158846724,0.001
0,1.00031158846724,0.0011
0,1.00031158846724,0.0012
0,1.00031158846724,0.0013
0,1.00031158846724,0.0014
0,1.00031158846724,0.0015
0,1.00031158846724,0.0016
0,1.00031158846724,0.0017
0,1.00031158846724,0.0018
0,1.00031158846724,0.0019
0,1.00031158846724,0.002
0,1.00031158846724,0.0021
0,1.00031158846724,0.0022
0,1.00031158846724,0.0023
0,1.00031158846724,0.0024
0,1.00031158846724,0.0025
0,1.00031158846724,0.0026
0,1.00031158846724,0.0027
0,1.00031158846724,0.0028
0,1.00031158846724,0.0029
0,1.00031158846724,0.003
0,1.00031158846724,0.0031
0,1.00031158846724,0.0032
0,1.00031158846724,0.0033
0,1.00031158846724,0.0034
0,1.00031158846724,0.0035
0,1.00031158846724,0.0036
0,1.00031158846724,0.0037
0,1.00031158846724,0.0038
0,1.00031158846724,0.0039
0,1.00031158846724,0.004
0,1.00031158846724,0.0041
0,1.00031158846724,0.0042
0,1.00031158846724,0.0043
0,1.00031158846724,0.0044
0,1.00031158846724,0.0045
0,1.00031158846724,0.0046
0,1.00031158846724,0.0047
0,1.00031158846724,0.0048
0,1.00031158846724,0.0049
0,1.00031158846724,0.005
0,1.00031158846724,0.0051
0,1.00031158846724,0.0052
0,1.00031158846724,0.0053
0,1.00031158846724,0.0054
0,1.00031158846724,0.0055
0,1.00031158846724,0.0056
0,1.00031158846724,0.0057
0,1.00031158846724,0.0058
0,1.00031158846724,0.0059
0,1.00031158846724,0.006
0,1.00031158846724,0.0061
0,1.00031158846724,0.0062
0,1.00031158846724,0.0063
0,1.00031158846724,0.0064
0,1.00031158846724,0.0065
0,1.00031158846724,0.0066
0,1.00031158846724,0.0067
0,1.00031158846724,0.0068
0,1.00031158846724,0.00690000000000001
0,1.00031158846724,0.00700000000000001
0,1.00031158846724,0.00710000000000001
0,1.00031158846724,0.00720000000000001
0,1.00031158846724,0.00730000000000001
0,1.00031158846724,0.00740000000000001
0,1.00031158846724,0.00750000000000001
0,1.00031158846724,0.00760000000000001
0,1.00031158846724,0.00770000000000001
0,1.00031158846724,0.00780000000000001
0,1.00031158846724,0.00790000000000001
0,1.00031158846724,0.00800000000000001
0,1.00031158846724,0.00810000000000001
0,1.00031158846724,0.00820000000000001
0,1.00031158846724,0.00830000000000001
0,1.00031158846724,0.0084
0,1.00031158846724,0.0085
0,1.00031158846724,0.0086
0,1.00031158846724,0.0087
0,1.00031158846724,0.0088
0,1.00031158846724,0.0089
0,1.00031158846724,0.009
0,1.00031158846724,0.0091
0,1.00031158846724,0.0092
0,1.00031158846724,0.0093
0,1.00031158846724,0.0094
0,1.00031158846724,0.0095
0,1.00031158846724,0.0096
0,1.00031158846724,0.0097
0,1.00031158846724,0.0098
0,1.00031158846724,0.0099
0,1.00031158846724,0.01
0,1.00031158846724,0.0101
0,1.00031158846724,0.0102
0,1.00031158846724,0.0103
0,1.00031158846724,0.0104
0,1.00031158846724,0.0105
0,1.00031158846724,0.0106
0,1.00031158846724,0.0107
0,1.00031158846724,0.0108
0,1.00031158846724,0.0109
0,1.00031158846724,0.011
0,1.00031158846724,0.0111
0,1.00031158846724,0.0112
0,1.00031158846724,0.0113
0,1.00031158846724,0.0114
0,1.00031158846724,0.0115
0,1.00031158846724,0.0116
0,1.00031158846724,0.0117
0,1.00031158846724,0.0118
0,1.00031158846724,0.0119
